puzzle_index,agent_move_index,fen,rating,themes,expected_move_uci,legal_move_count,reference_top_move_uci,candidate_top_move_uci,top1_agreement,reference_correct,candidate_correct,reference_entropy,candidate_entropy,entropy_delta,reference_correct_probability,candidate_correct_probability,correct_probability_delta,kl_reference_to_candidate,js_divergence
0,0,6rk/pp6/2n5/3ppn1p/3p4/2P2P1q/PP3QNB/R5RK b - - 3 29,1286,crushing kingsideAttack master middlegame pin short,f5g3,40,h3g3,h3g3,1,0,0,1.491092710795157,1.49785045885137,0.0067577480562128756,0.17333189092281096,0.18316352818559659,0.00983163726278563,0.001514699523594029,0.0003781046019774946
0,1,6rk/pp6/2n5/3pp2p/3p4/2P2PQq/PP4NB/R5RK b - - 0 30,1286,crushing kingsideAttack master middlegame pin short,g8g3,34,g8g3,g8g3,1,1,1,0.6828933514970676,0.686862361332067,0.003969009834999371,0.5956249777105059,0.5842366419269058,-0.011388335783600101,0.0002696386728485034,6.749935281950586e-05
1,0,8/7R/5p2/p7/7P/2p5/3k2N1/1K6 b - - 0 48,1197,advancedPawn crushing defensiveMove deflection endgame long promotion,c3c2,6,c3c2,c3c2,1,1,1,0.37599880200298885,0.3842364800619775,0.008237678058988673,0.9169896994771571,0.9142774941660408,-0.002712205311116378,0.00011609871849804125,2.9159076568938754e-05
1,1,8/7R/5p2/p7/7P/8/K1pk2N1/8 b - - 1 49,1197,advancedPawn crushing defensiveMove deflection endgame long promotion,c2c1q,11,c2c1q,c2c1q,1,1,1,1.0466219067026048,1.0539664720921815,0.007344565389576729,0.4577911988365131,0.460950157258119,0.0031589584216059063,0.00011434099338719823,2.8425050993996447e-05
1,2,8/3R4/5p2/p7/7P/8/K2k2N1/2q5 b - - 1 50,1197,advancedPawn crushing defensiveMove deflection endgame long promotion,d2e2,3,d2c2,d2c2,1,0,0,0.5143170090422434,0.5447280176303022,0.030411008588058785,0.04733920771868218,0.05710863375429248,0.009769426035610304,0.0009744937795436732,0.00025041286409409265
2,0,1r6/pp2kppQ/2n1p1n1/3p2P1/5P2/2PqP3/PP1N4/2KR3R b - - 4 27,1957,long mate mateIn3 middlegame queensideAttack sacrifice,c6b4,43,d3c3,d3c3,1,0,0,0.8199389187115658,0.8428508908123895,0.02291197210082374,0.002063656669803808,0.00210287707732285,3.9220407519041916e-05,0.0005452557673171418,0.00013732444221776227
2,1,1r6/pp2kppQ/4p1n1/3p2P1/1P3P2/3qP3/PP1N4/2KR3R b - - 0 28,1957,long mate mateIn3 middlegame queensideAttack sacrifice,b8c8,40,b8c8,b8c8,1,1,1,1.352299616902509,1.3777134034597776,0.02541378655726856,0.5291237533404601,0.499369967669659,-0.029753785670801114,0.0034939244097393803,0.0008814014322268146
2,2,2r5/pp2kppQ/4p1n1/3p2P1/1PN2P2/3qP3/PP6/2KR3R b - - 2 29,1957,long mate mateIn3 middlegame queensideAttack sacrifice,c8c4,43,c8c4,c8c4,1,1,1,0.5332789577001109,0.5089655934835071,-0.024313364216603794,0.8778220389713793,0.883544598952599,0.0057225599812196215,0.00039251131613653656,9.544429115970093e-05
3,0,6k1/2R3pp/2p4q/1p1p4/3P4/P7/1PP2R2/1K1Nr3 w - - 4 33,976,endgame mate mateIn2 short,c7c8,26,c7c8,c7c8,1,1,1,0.4520375465097245,0.4300840141866505,-0.02195353232307401,0.9175983567878505,0.9220820615914496,0.0044837048035990534,0.0005489733547412922,0.0001333436468421833
3,1,2R1r1k1/6pp/2p4q/1p1p4/3P4/P7/1PP2R2/1K1N4 w - - 6 34,976,endgame mate mateIn2 short,c8e8,26,c8e8,c8e8,1,1,1,9.392319173368035e-05,6.554372747128114e-05,-2.8379464262399216e-05,0.9999934286322686,0.9999955250031076,2.096370839033135e-06,4.546371313426646e-07,1.0528115511222436e-07
