episode,seed,agent_color,result,reward,score,plies,termination,illegal_action
1,92000,white,1/2-1/2,0.0,0.5,88,threefold_repetition,False
2,92001,black,0-1,1.0,1.0,108,checkmate,False
3,92002,white,1/2-1/2,0.0,0.5,97,threefold_repetition,False
4,92003,black,0-1,1.0,1.0,158,checkmate,False
5,92004,white,1-0,1.0,1.0,15,checkmate,False
6,92005,black,1/2-1/2,0.0,0.5,97,threefold_repetition,False
7,92006,white,1/2-1/2,0.0,0.5,169,threefold_repetition,False
8,92007,black,0-1,1.0,1.0,28,checkmate,False
9,92008,white,1-0,1.0,1.0,11,checkmate,False
10,92009,black,0-1,1.0,1.0,128,checkmate,False
11,92010,white,1/2-1/2,0.0,0.5,75,threefold_repetition,False
12,92011,black,1/2-1/2,0.0,0.5,174,threefold_repetition,False
13,92012,white,1-0,1.0,1.0,113,checkmate,False
14,92013,black,1/2-1/2,0.0,0.5,200,max_plies,False
15,92014,white,1/2-1/2,0.0,0.5,130,threefold_repetition,False
16,92015,black,0-1,1.0,1.0,46,checkmate,False
17,92016,white,1-0,1.0,1.0,21,checkmate,False
18,92017,black,1/2-1/2,0.0,0.5,121,threefold_repetition,False
19,92018,white,1-0,1.0,1.0,121,checkmate,False
20,92019,black,0-1,1.0,1.0,64,checkmate,False
21,92020,white,1-0,1.0,1.0,23,checkmate,False
22,92021,black,1/2-1/2,0.0,0.5,158,threefold_repetition,False
23,92022,white,1/2-1/2,0.0,0.5,98,threefold_repetition,False
24,92023,black,1/2-1/2,0.0,0.5,94,threefold_repetition,False
25,92024,white,1/2-1/2,0.0,0.5,123,threefold_repetition,False
26,92025,black,1/2-1/2,0.0,0.5,200,max_plies,False
27,92026,white,1-0,1.0,1.0,37,checkmate,False
28,92027,black,0-1,1.0,1.0,110,checkmate,False
29,92028,white,0-1,-1.0,0.0,28,checkmate,False
30,92029,black,1/2-1/2,0.0,0.5,36,threefold_repetition,False
31,92030,white,1-0,1.0,1.0,77,checkmate,False
32,92031,black,1/2-1/2,0.0,0.5,200,max_plies,False
33,92032,white,1-0,1.0,1.0,57,checkmate,False
34,92033,black,0-1,1.0,1.0,46,checkmate,False
35,92034,white,1-0,1.0,1.0,97,checkmate,False
36,92035,black,0-1,1.0,1.0,68,checkmate,False
37,92036,white,1/2-1/2,0.0,0.5,129,threefold_repetition,False
38,92037,black,0-1,1.0,1.0,88,checkmate,False
39,92038,white,1/2-1/2,0.0,0.5,190,threefold_repetition,False
40,92039,black,1/2-1/2,0.0,0.5,173,threefold_repetition,False
41,92040,white,1-0,1.0,1.0,5,checkmate,False
42,92041,black,1/2-1/2,0.0,0.5,200,max_plies,False
43,92042,white,1-0,1.0,1.0,189,checkmate,False
44,92043,black,1/2-1/2,0.0,0.5,66,threefold_repetition,False
45,92044,white,1-0,1.0,1.0,71,checkmate,False
46,92045,black,0-1,1.0,1.0,64,checkmate,False
47,92046,white,1/2-1/2,0.0,0.5,138,threefold_repetition,False
48,92047,black,1/2-1/2,0.0,0.5,97,threefold_repetition,False
49,92048,white,1/2-1/2,0.0,0.5,113,threefold_repetition,False
50,92049,black,0-1,1.0,1.0,108,checkmate,False
51,92050,white,1/2-1/2,0.0,0.5,198,threefold_repetition,False
52,92051,black,1/2-1/2,0.0,0.5,163,threefold_repetition,False
53,92052,white,0-1,-1.0,0.0,46,checkmate,False
54,92053,black,0-1,1.0,1.0,32,checkmate,False
55,92054,white,1-0,1.0,1.0,63,checkmate,False
56,92055,black,0-1,1.0,1.0,132,checkmate,False
57,92056,white,1/2-1/2,0.0,0.5,91,threefold_repetition,False
58,92057,black,1-0,-1.0,0.0,21,checkmate,False
59,92058,white,1/2-1/2,0.0,0.5,80,threefold_repetition,False
60,92059,black,1/2-1/2,0.0,0.5,184,threefold_repetition,False
61,92060,white,1-0,1.0,1.0,85,checkmate,False
62,92061,black,1/2-1/2,0.0,0.5,143,threefold_repetition,False
63,92062,white,1-0,1.0,1.0,151,checkmate,False
64,92063,black,0-1,1.0,1.0,32,checkmate,False
65,92064,white,1/2-1/2,0.0,0.5,132,threefold_repetition,False
66,92065,black,1/2-1/2,0.0,0.5,199,threefold_repetition,False
67,92066,white,1-0,1.0,1.0,11,checkmate,False
68,92067,black,1/2-1/2,0.0,0.5,80,threefold_repetition,False
69,92068,white,1/2-1/2,0.0,0.5,100,threefold_repetition,False
70,92069,black,1/2-1/2,0.0,0.5,183,threefold_repetition,False
71,92070,white,1-0,1.0,1.0,145,checkmate,False
72,92071,black,1/2-1/2,0.0,0.5,143,threefold_repetition,False
73,92072,white,1/2-1/2,0.0,0.5,200,max_plies,False
74,92073,black,0-1,1.0,1.0,58,checkmate,False
75,92074,white,1-0,1.0,1.0,117,checkmate,False
76,92075,black,1-0,-1.0,0.0,23,checkmate,False
77,92076,white,1/2-1/2,0.0,0.5,200,max_plies,False
78,92077,black,1/2-1/2,0.0,0.5,88,threefold_repetition,False
79,92078,white,1/2-1/2,0.0,0.5,125,threefold_repetition,False
80,92079,black,1/2-1/2,0.0,0.5,87,threefold_repetition,False
81,92080,white,1-0,1.0,1.0,123,checkmate,False
82,92081,black,1/2-1/2,0.0,0.5,200,max_plies,False
83,92082,white,1/2-1/2,0.0,0.5,84,threefold_repetition,False
84,92083,black,0-1,1.0,1.0,42,checkmate,False
85,92084,white,1/2-1/2,0.0,0.5,79,threefold_repetition,False
86,92085,black,0-1,1.0,1.0,68,checkmate,False
87,92086,white,1/2-1/2,0.0,0.5,158,threefold_repetition,False
88,92087,black,0-1,1.0,1.0,106,checkmate,False
89,92088,white,1/2-1/2,0.0,0.5,81,threefold_repetition,False
90,92089,black,1/2-1/2,0.0,0.5,200,max_plies,False
91,92090,white,1-0,1.0,1.0,185,checkmate,False
92,92091,black,1/2-1/2,0.0,0.5,82,threefold_repetition,False
93,92092,white,1-0,1.0,1.0,85,checkmate,False
94,92093,black,1/2-1/2,0.0,0.5,62,threefold_repetition,False
95,92094,white,1-0,1.0,1.0,155,checkmate,False
96,92095,black,0-1,1.0,1.0,152,checkmate,False
97,92096,white,1/2-1/2,0.0,0.5,107,threefold_repetition,False
98,92097,black,0-1,1.0,1.0,24,checkmate,False
99,92098,white,1-0,1.0,1.0,19,checkmate,False
100,92099,black,0-1,1.0,1.0,148,checkmate,False
101,92100,white,1-0,1.0,1.0,65,checkmate,False
102,92101,black,0-1,1.0,1.0,66,checkmate,False
103,92102,white,1-0,1.0,1.0,11,checkmate,False
104,92103,black,1/2-1/2,0.0,0.5,99,threefold_repetition,False
105,92104,white,1/2-1/2,0.0,0.5,82,threefold_repetition,False
106,92105,black,1/2-1/2,0.0,0.5,200,max_plies,False
107,92106,white,0-1,-1.0,0.0,12,checkmate,False
108,92107,black,0-1,1.0,1.0,58,checkmate,False
109,92108,white,1/2-1/2,0.0,0.5,200,max_plies,False
110,92109,black,0-1,1.0,1.0,100,checkmate,False
111,92110,white,1/2-1/2,0.0,0.5,167,insufficient_material,False
112,92111,black,1/2-1/2,0.0,0.5,187,insufficient_material,False
113,92112,white,1/2-1/2,0.0,0.5,200,max_plies,False
114,92113,black,1/2-1/2,0.0,0.5,200,max_plies,False
115,92114,white,1/2-1/2,0.0,0.5,103,threefold_repetition,False
116,92115,black,1/2-1/2,0.0,0.5,200,max_plies,False
117,92116,white,0-1,-1.0,0.0,12,checkmate,False
118,92117,black,0-1,1.0,1.0,40,checkmate,False
119,92118,white,1/2-1/2,0.0,0.5,170,threefold_repetition,False
120,92119,black,1/2-1/2,0.0,0.5,162,threefold_repetition,False
121,92120,white,1/2-1/2,0.0,0.5,52,threefold_repetition,False
122,92121,black,0-1,1.0,1.0,70,checkmate,False
123,92122,white,1/2-1/2,0.0,0.5,98,threefold_repetition,False
124,92123,black,0-1,1.0,1.0,38,checkmate,False
125,92124,white,1/2-1/2,0.0,0.5,200,max_plies,False
126,92125,black,0-1,1.0,1.0,78,checkmate,False
127,92126,white,1-0,1.0,1.0,89,checkmate,False
128,92127,black,0-1,1.0,1.0,40,checkmate,False
129,92128,white,1-0,1.0,1.0,123,checkmate,False
130,92129,black,1/2-1/2,0.0,0.5,200,max_plies,False
131,92130,white,1-0,1.0,1.0,119,checkmate,False
132,92131,black,1/2-1/2,0.0,0.5,120,insufficient_material,False
133,92132,white,1-0,1.0,1.0,27,checkmate,False
134,92133,black,1/2-1/2,0.0,0.5,138,threefold_repetition,False
135,92134,white,1-0,1.0,1.0,33,checkmate,False
136,92135,black,1/2-1/2,0.0,0.5,118,threefold_repetition,False
137,92136,white,1-0,1.0,1.0,47,checkmate,False
138,92137,black,0-1,1.0,1.0,156,checkmate,False
139,92138,white,1/2-1/2,0.0,0.5,168,insufficient_material,False
140,92139,black,0-1,1.0,1.0,20,checkmate,False
141,92140,white,1-0,1.0,1.0,133,checkmate,False
142,92141,black,1/2-1/2,0.0,0.5,109,threefold_repetition,False
143,92142,white,1-0,1.0,1.0,45,checkmate,False
144,92143,black,0-1,1.0,1.0,72,checkmate,False
145,92144,white,1/2-1/2,0.0,0.5,182,threefold_repetition,False
146,92145,black,1/2-1/2,0.0,0.5,47,threefold_repetition,False
147,92146,white,1/2-1/2,0.0,0.5,134,insufficient_material,False
148,92147,black,0-1,1.0,1.0,116,checkmate,False
149,92148,white,1-0,1.0,1.0,83,checkmate,False
150,92149,black,0-1,1.0,1.0,140,checkmate,False
151,92150,white,1/2-1/2,0.0,0.5,200,threefold_repetition,False
152,92151,black,1/2-1/2,0.0,0.5,187,threefold_repetition,False
153,92152,white,1-0,1.0,1.0,79,checkmate,False
154,92153,black,0-1,1.0,1.0,26,checkmate,False
155,92154,white,1-0,1.0,1.0,65,checkmate,False
156,92155,black,1/2-1/2,0.0,0.5,116,threefold_repetition,False
157,92156,white,1/2-1/2,0.0,0.5,184,threefold_repetition,False
158,92157,black,0-1,1.0,1.0,32,checkmate,False
159,92158,white,0-1,-1.0,0.0,44,checkmate,False
160,92159,black,1/2-1/2,0.0,0.5,200,max_plies,False
161,92160,white,1-0,1.0,1.0,51,checkmate,False
162,92161,black,1/2-1/2,0.0,0.5,200,max_plies,False
163,92162,white,1-0,1.0,1.0,163,checkmate,False
164,92163,black,1/2-1/2,0.0,0.5,163,threefold_repetition,False
165,92164,white,1/2-1/2,0.0,0.5,196,threefold_repetition,False
166,92165,black,1/2-1/2,0.0,0.5,76,threefold_repetition,False
167,92166,white,1-0,1.0,1.0,75,checkmate,False
168,92167,black,1/2-1/2,0.0,0.5,140,threefold_repetition,False
169,92168,white,1/2-1/2,0.0,0.5,111,threefold_repetition,False
170,92169,black,1/2-1/2,0.0,0.5,66,threefold_repetition,False
171,92170,white,1/2-1/2,0.0,0.5,91,threefold_repetition,False
172,92171,black,1/2-1/2,0.0,0.5,108,threefold_repetition,False
173,92172,white,1/2-1/2,0.0,0.5,152,threefold_repetition,False
174,92173,black,1/2-1/2,0.0,0.5,200,max_plies,False
175,92174,white,1/2-1/2,0.0,0.5,123,threefold_repetition,False
176,92175,black,0-1,1.0,1.0,24,checkmate,False
177,92176,white,1-0,1.0,1.0,93,checkmate,False
178,92177,black,0-1,1.0,1.0,104,checkmate,False
179,92178,white,1-0,1.0,1.0,63,checkmate,False
180,92179,black,0-1,1.0,1.0,14,checkmate,False
181,92180,white,0-1,-1.0,0.0,188,checkmate,False
182,92181,black,1/2-1/2,0.0,0.5,148,threefold_repetition,False
183,92182,white,1/2-1/2,0.0,0.5,173,stalemate,False
184,92183,black,0-1,1.0,1.0,146,checkmate,False
185,92184,white,1-0,1.0,1.0,73,checkmate,False
186,92185,black,1/2-1/2,0.0,0.5,200,max_plies,False
187,92186,white,1-0,1.0,1.0,137,checkmate,False
188,92187,black,0-1,1.0,1.0,24,checkmate,False
189,92188,white,1-0,1.0,1.0,153,checkmate,False
190,92189,black,1/2-1/2,0.0,0.5,122,threefold_repetition,False
191,92190,white,1-0,1.0,1.0,57,checkmate,False
192,92191,black,1/2-1/2,0.0,0.5,183,threefold_repetition,False
193,92192,white,1/2-1/2,0.0,0.5,193,threefold_repetition,False
194,92193,black,1/2-1/2,0.0,0.5,128,stalemate,False
195,92194,white,1-0,1.0,1.0,83,checkmate,False
196,92195,black,0-1,1.0,1.0,20,checkmate,False
197,92196,white,0-1,-1.0,0.0,10,checkmate,False
198,92197,black,1/2-1/2,0.0,0.5,143,threefold_repetition,False
199,92198,white,1/2-1/2,0.0,0.5,154,threefold_repetition,False
200,92199,black,1/2-1/2,0.0,0.5,149,threefold_repetition,False
201,92200,white,1/2-1/2,0.0,0.5,78,threefold_repetition,False
202,92201,black,0-1,1.0,1.0,112,checkmate,False
203,92202,white,1/2-1/2,0.0,0.5,116,threefold_repetition,False
204,92203,black,0-1,1.0,1.0,102,checkmate,False
205,92204,white,1-0,1.0,1.0,47,checkmate,False
206,92205,black,1/2-1/2,0.0,0.5,200,max_plies,False
207,92206,white,1/2-1/2,0.0,0.5,146,threefold_repetition,False
208,92207,black,1/2-1/2,0.0,0.5,200,max_plies,False
209,92208,white,1-0,1.0,1.0,115,checkmate,False
210,92209,black,1/2-1/2,0.0,0.5,96,threefold_repetition,False
211,92210,white,1/2-1/2,0.0,0.5,200,max_plies,False
212,92211,black,1/2-1/2,0.0,0.5,158,threefold_repetition,False
213,92212,white,1-0,1.0,1.0,29,checkmate,False
214,92213,black,0-1,1.0,1.0,98,checkmate,False
215,92214,white,1/2-1/2,0.0,0.5,118,threefold_repetition,False
216,92215,black,1/2-1/2,0.0,0.5,67,threefold_repetition,False
217,92216,white,1-0,1.0,1.0,39,checkmate,False
218,92217,black,1/2-1/2,0.0,0.5,107,threefold_repetition,False
219,92218,white,1/2-1/2,0.0,0.5,114,insufficient_material,False
220,92219,black,0-1,1.0,1.0,64,checkmate,False
221,92220,white,1/2-1/2,0.0,0.5,116,threefold_repetition,False
222,92221,black,1/2-1/2,0.0,0.5,53,threefold_repetition,False
223,92222,white,1-0,1.0,1.0,45,checkmate,False
224,92223,black,1/2-1/2,0.0,0.5,200,max_plies,False
225,92224,white,1-0,1.0,1.0,151,checkmate,False
226,92225,black,1/2-1/2,0.0,0.5,200,max_plies,False
227,92226,white,1-0,1.0,1.0,85,checkmate,False
228,92227,black,0-1,1.0,1.0,72,checkmate,False
229,92228,white,1/2-1/2,0.0,0.5,75,threefold_repetition,False
230,92229,black,0-1,1.0,1.0,64,checkmate,False
231,92230,white,1-0,1.0,1.0,147,checkmate,False
232,92231,black,0-1,1.0,1.0,84,checkmate,False
233,92232,white,1/2-1/2,0.0,0.5,118,threefold_repetition,False
234,92233,black,0-1,1.0,1.0,86,checkmate,False
235,92234,white,1-0,1.0,1.0,137,checkmate,False
236,92235,black,1/2-1/2,0.0,0.5,200,max_plies,False
237,92236,white,1-0,1.0,1.0,35,checkmate,False
238,92237,black,0-1,1.0,1.0,70,checkmate,False
239,92238,white,1-0,1.0,1.0,119,checkmate,False
240,92239,black,1/2-1/2,0.0,0.5,140,threefold_repetition,False
241,92240,white,1/2-1/2,0.0,0.5,83,threefold_repetition,False
242,92241,black,0-1,1.0,1.0,70,checkmate,False
243,92242,white,1/2-1/2,0.0,0.5,126,threefold_repetition,False
244,92243,black,1-0,-1.0,0.0,41,checkmate,False
