episode,seed,agent_color,result,reward,score,plies,termination,illegal_action
1,92000,white,1-0,1.0,1.0,95,checkmate,False
2,92001,black,0-1,1.0,1.0,134,checkmate,False
3,92002,white,1/2-1/2,0.0,0.5,150,threefold_repetition,False
4,92003,black,0-1,1.0,1.0,80,checkmate,False
5,92004,white,1/2-1/2,0.0,0.5,101,stalemate,False
6,92005,black,0-1,1.0,1.0,88,checkmate,False
7,92006,white,1/2-1/2,0.0,0.5,148,insufficient_material,False
8,92007,black,0-1,1.0,1.0,18,checkmate,False
9,92008,white,1/2-1/2,0.0,0.5,200,max_plies,False
10,92009,black,1/2-1/2,0.0,0.5,95,threefold_repetition,False
11,92010,white,1/2-1/2,0.0,0.5,200,max_plies,False
12,92011,black,1/2-1/2,0.0,0.5,194,threefold_repetition,False
13,92012,white,1/2-1/2,0.0,0.5,73,threefold_repetition,False
14,92013,black,1/2-1/2,0.0,0.5,113,threefold_repetition,False
15,92014,white,1-0,1.0,1.0,61,checkmate,False
16,92015,black,0-1,1.0,1.0,84,checkmate,False
17,92016,white,1-0,1.0,1.0,21,checkmate,False
18,92017,black,1/2-1/2,0.0,0.5,49,threefold_repetition,False
19,92018,white,1/2-1/2,0.0,0.5,142,threefold_repetition,False
20,92019,black,1/2-1/2,0.0,0.5,167,threefold_repetition,False
21,92020,white,1/2-1/2,0.0,0.5,200,max_plies,False
22,92021,black,1/2-1/2,0.0,0.5,53,threefold_repetition,False
23,92022,white,1/2-1/2,0.0,0.5,138,threefold_repetition,False
24,92023,black,0-1,1.0,1.0,52,checkmate,False
25,92024,white,1-0,1.0,1.0,31,checkmate,False
26,92025,black,1/2-1/2,0.0,0.5,88,threefold_repetition,False
27,92026,white,1/2-1/2,0.0,0.5,146,threefold_repetition,False
28,92027,black,0-1,1.0,1.0,120,checkmate,False
29,92028,white,1/2-1/2,0.0,0.5,64,threefold_repetition,False
30,92029,black,0-1,1.0,1.0,64,checkmate,False
31,92030,white,1-0,1.0,1.0,67,checkmate,False
32,92031,black,0-1,1.0,1.0,120,checkmate,False
33,92032,white,1-0,1.0,1.0,119,checkmate,False
34,92033,black,0-1,1.0,1.0,84,checkmate,False
35,92034,white,1-0,1.0,1.0,51,checkmate,False
36,92035,black,0-1,1.0,1.0,90,checkmate,False
37,92036,white,1/2-1/2,0.0,0.5,70,threefold_repetition,False
